340,dziewczyna
119,kobieta
81,pogoda
59,brzydka
38,PUSTE
20,piękna
17,buzia
14,pani
12,sukienka
9,osoba
7,twarz
4,brzydki
4,dzieczyna
4,dziewczynka
4,krowa
4,laska
4,urocza
3,bluzka
3,fajna
3,muzyka
3,noga
3,okolica
3,ozdoba
2,blondynka
2,buźka
2,dziewoja
2,dziwczyna
2,głupia
2,ja
2,książka
2,ładny
2,piekna
2,przyjemna
2,rzecz
2,szafa
2,śliczna
2,ulica
1,Alicja
1,baba
1,babka
1,banan
1,brunetka
1,budowla
1,byo
1,choinka
1,cicha
1,ciekawa
1,czerń
1,dupeczka
1,dzewczyna
1,dzie
1,dziecwzyna
1,dziewcyzna
1,dziewczna
1,dziewczyba
1,dziewczyn
1,dziewdczyna
1,dziewzyna
1,dziweczyna
1,elagancka
1,fascynująca
1,figura
1,godzina
1,gra
1,"helly barry"
1,historia
1,"już było"
1,kobbieta
1,koboieta
1,kopbieta
1,koszulka
1,koza
1,królewna
1,księżniczka
1,kurtka
1,lalka
1,lampa
1,liść
1,ładna
1,łądna
1,MADRA
1,Magda
1,malpa
1,mała
1,miejscowość
1,miła
1,młoda
1,"mniej niż piękna"
1,modna
1,much
1,nic
1,nie
1,nietuzinkowa
1,niewiasta
1,noc
1,ona
1,opowieść
1,panna
1,para
1,parasolka
1,pięjna
1,pięka
1,pogod
1,polana
1,postać
1,pościel
1,ramka
1,roślina
1,róża
1,różowy
1,ryba
1,sala
1,sdf
1,sesja
1,siara
1,sliczna
1,sofa
1,spódnica
1,straszna
1,suknia
1,sziewczyna
1,sztuka
1,ściana
1,śliczna!
1,"śpiąca królewn"
1,trąbka
1,trololol
1,uroda
1,wierzba
1,wstążka
1,zabawka
1,zadbana
1,zasłona
1,zgrabna
1,ziemia
